//  GERMAN STRDAT.TXT latest version with all the changes up to Sept 18th (I hope)

//  ASCII European Special Characters
//  Ä ¸ Ç É ‰ ...  á à  ä  ç ƒ  ê  " ï - -  ÷ ‹    ° ¢ £  ﬂ
//  WIN European Special Characters
//  « ¸ È ‚ ‰ ‡  Á Í  Ë  Ï ƒ  …  ˆ Ú ˚ ˘  ÷ ‹  ﬂ Ì Û ˙  ﬂ

//  # the first NEWBLOCK is built for you so start with enumerations and strings
//  GERMAN VERSION ¸berarbeitet am 2.7.97 von Antje, 16:45 Uhr
//  last revised by Antje 9.7.97, LAST EDITED with additional translations August 26th 97
//  (additional data from birthright cd dated 8/17/97, saved as ms dos text
//  3 more changes according to bugreport from sascha implemented August 29th 97
// comparing german strings to english strings (received sept 18th), saved as text only



// menu data
STR_UI_ACTN		UI\\ACT_PNL.PCX
STR_UI_HELP		UI\\HELPPNL1.PCX
STR_UI_HELP1	UI\\HLPPANL2.PCX
STR_BB_SCENARIO_NAME7	Gel‰nde f¸r Wurfgesch.
STR_BB_SCENARIO_NAME8	Fl¸sse
STR_BB_SCENARIO_NAME9	Magie des Zauberers
STR_BB_SCENARIO_NAME10	Magie des Priesters
STR_BB_SCENARIO_NAME11	Magie des Zauberers
STR_BB_SCENARIO_NAME12	Gel‰nde f¸r Zauberermagie
STR_BB_SCENARIO_NAME13	Priester gegen Skelette
STR_BB_SCENARIO_NAME14	Magier gegen Monster

STR_BB_HELP_LISTSEL_TITLE	Auswahlliste
STR_BB_HELP_LISTSEL_TEXT	Links die eigenen Truppen, rechts die des Computers
STR_BB_HELP_LISTADD_TITLE	Einheit hinzuf.
STR_BB_HELP_LISTADD_TEXT	F¸gt gew. Einh. auf der Seite hinzu, die dem Button entspricht.
STR_BB_HELP_LISTREM_TITLE	Einheit wegn.
STR_BB_HELP_LISTREM_TEXT	Zieht auf der Seite, die dem Button entspricht, gew. Einheit ab.
STR_BB_HELP_LISTCLR_TITLE	Liste lˆschen
STR_BB_HELP_LISTCLR_TEXT	Text
STR_BB_HELP_UNITSEL_TITLE	Einheitentyp w‰hlen
STR_BB_HELP_UNITSEL_TEXT	Klicken Sie auf die gew¸nschte Einheit, und f¸gen Sie die Einheit dann dazu.
STR_BB_HELP_TERRSEL_TITLE	W‰hlen Sie die Gel‰ndeart
STR_BB_HELP_TERRSEL_TEXT	W‰hlen Sie, in welchem Gel‰nde Sie k‰mpfen mˆchten.
STR_BB_HELP_RELOAD_TITLE	Armeen neu laden
STR_BB_HELP_RELOAD_TEXT	Ordnet Armeen wieder den urspr. Einheiten zu.
STR_BB_HELP_DISPTOGGLE_TITLE	Anzeige ‰ndern
STR_BB_HELP_DISPTOGGLE_TEXT	Button schaltet zwischen der Liste der Einheiten und Liste der Szenarien um.
STR_BB_HELP_PRACTICE_DONE_TITLE	‹bungsschlacht
STR_BB_HELP_PRACTICE_DONE_TEXT	Kampf zur ‹bung. Siege z‰hlen nicht.
STR_BB_HELP_FIGHT_DONE_TITLE	K‰mpfen
STR_BB_HELP_FIGHT_DONE_TEXT	Gew‰hlte Schlacht ausfechten.
STR_BB_HELP_CHOOSE_TITLE	Szenario w‰hlen
STR_BB_HELP_CHOOSE_TEXT	Ein Szenario zum spielen ausw‰hlen.
STR_BB_HELP_RESTART_TITLE	Szen. neu starten
STR_BB_HELP_RESTART_TEXT	Setzt alle Schlachten zur¸ck, Spiel beginnt von vorne.

STR_BB_FINALE_SCREEN1	Gl¸ckwunsch!
STR_BB_FINALE_SCREEN2	^W400Nachdem Ihr alle Herausforderungen der Kriegsakademie gemeistert habt, seid Ihr von nun an in ganz Anuire als Der Kriegsherr bekannt. Lieder r¸hmen Euren Namen.

STR_BA_TITLE	^F13^NAbenteuer
STR_BA_PARTY	Party w‰hlen
STR_BA_ADVLIST	Abent. w‰hlen
STR_BA_RESET	Szen. neu starten
STR_BA_DONE	Abent. beginnen
STR_BA_WON	SIEG!

STR_BA_EASY	Stufe 1
STR_BA_MED	Stufe 2
STR_BA_HARD	Stufe 3
STR_BA_VERYHARD	Stufe 4

STR_BA_RESTART_TEXT	Mˆchten Sie die Abenteuer-‹bung ganz neu beginnen?
STR_BA_CHOOSE	^F00RECHTSKLICK, UM EIGENSCH. ANZUSEHEN.

STR_BA_TITLE_1	Sufhanie, Five Peaks
STR_BA_TITLE_2	Rivien, Provinz Boeruines
STR_BA_TITLE_3	Redoubt, Provinz Boeruines
STR_BA_TITLE_4	Floodspaeth, Five Peaks
STR_BA_TITLE_5	Dooms Peak in Thurazor
STR_BA_TITLE_6	Deseirain, Provinz Alamies
STR_BA_TITLE_7	Endier, nahe Spiderfell
STR_BA_TITLE_8	Spiderfell

STR_BA_HELP_DONE_TITLE	Abent. Starten
STR_BA_HELP_DONE_TEXT	Das ausgew. Abent. mit ausgew. Party starten.
STR_BA_HELP_LISTSEL_TITLE	Auswahlliste
STR_BA_HELP_LISTSEL_TEXT	W‰hlen Sie ein Abenteuer
STR_BA_HELP_RESTART_TITLE	Szenarios neu starten
STR_BA_HELP_RESTART_TEXT	Startet Abenteuer neu und l‰dt neue Abent.-Gruppe.
STR_BA_HELP_SELECT_CHAR_TITLE	Charakter w‰hlen
STR_BA_HELP_SELECT_CHAR_TEXT	Box anklicken, um Charakter f. Party zu w‰hlen. Namen anklicken, um Inv. zu sehen.

STR_BA_NOSITES	^F03^W395Erst nach umw‰lzenden Ereignissen im Reich gibt es wieder neue Abenteuerst‰tten. Klicken Sie sp‰ter wieder hier, um zu sehen, ob eine neue St‰tte hinzugekommen ist.
STR_BA_FINALE_SCREEN1	Gl¸ckwunsch!
STR_BA_FINALE_SCREEN2	^W400Ihr seid nun ein Meister der Abenteurer-Gilde und tragt den Titel 'Held'. Kein Fleck auf dieser Erde wird vor Euch sicher sein.

STR_PRINCE_ROP	Prinz Cathbirn
STR_GOBLIN_KING_ROP	Kˆnig Graecher

STR_THING_LEAF	Blatt
STR_THING_TWIG	Zweig

STR_THING_BARREL	Faﬂ
STR_THING_CHANDELIER	Kronleuchter
STR_THING_COLUMN	S‰ule
STR_THING_FIRE	Feuer
STR_THING_PLANT	Pflanze
STR_THING_STATUE	Statue
STR_THING_STOOL	Hocker
STR_THING_TABLE	Tisch
STR_THING_WALL_TORCH	Fackel
STR_THING_VASE	Vase
STR_THING_FOUNTAIN	Brunnen
STR_THING_BUSH	Strauch
STR_THING_TREE	Baum
STR_THING_STALACTITE	Stalaktit
STR_THING_STALAGMITE	Stalagmit
STR_THING_ROCK	Felsen
STR_THING_DUNGEON_RUBBLE	Gerˆll
STR_THING_HANGING_CHAINS	Ketten

STR_THING_EMPTY_CHEST	Leere Kiste
STR_THING_TREASURE_CHEST	Schatzkiste
STR_ITEM_DESC_TREASURE_CHEST	In Kisten sind oft Sch‰tze verborgen ... 
STR_ITEM_GORGONS_BANNER	Das Kriegsbanner des Gorgon
STR_THING_CANDELABRA	Leuchter
STR_THING_GOLD_COINS	Goldm¸nzen
STR_ITEM_DESC_GOLD_1	Gold: 2000 GS sind 1 Goldbarren
STR_THING_STUMP	Stumpf
STR_THING_THORN	Dornen
STR_THING_HAY_PILE	Heuhaufen
STR_THING_REFUSE	M¸llhaufen
STR_THING_CORPSE	Kadaver
STR_THING_GRAVESTONE	Grabstein 

NEWBLOCK

STR_PLASMA	Plasma
STR_VAPORIZE	Dampf
STR_CRUMBLE	Zerbrˆckelter Stein

STR_THING_SPELL_SCROLL	Zauberspruch

STR_FIEND_MOLTH	Molth-Kambar, Meister der Schatten
STR_FIEND_KAST	Kast-Ekctral, Schrecken der Armeen
STR_FIEND_BAUBB	Baubb, der Spielzeugmacher
STR_FIEND_SPAWN	Laich, die Chim‰re
STR_FIEND_NHOUN	Nhoun, der Elf

STR_CLASS_CLERIC	Priester
STR_CLASS_FIGHTER	K‰mpfer
STR_CLASS_PALADIN	Paladin
STR_CLASS_MAGICIAN	Magier
STR_CLASS_THIEF	Dieb
STR_CLASS_BARD	Barde
STR_CLASS_RANGER	Waldl‰ufer
STR_CLASS_WIZARD	Zaub.

STR_REGENT_NAME_ASSAN_IBN_DAOUTA	Assan ibn Daouta
STR_REGENT_NAME_KALILAH_BINT_DAOUTA	Kalilah bint Daouta
STR_REGENT_NAME_CARILON_ALAM	Carilon Alam
STR_REGENT_NAME_DIERDREN_ALAM	Dierdren Alam
STR_REGENT_NAME_ELUVIE_CARIELE	Eluvie Cariele
STR_REGENT_NAME_MEDHLORIE_HAENSEN	Medhlorie Haensen
STR_REGENT_NAME_ERIENE_MIERELEN	Eriene Mierelen
STR_REGENT_NAME_HYDE_TERMONIE	Hyde Termonie
STR_REGENT_NAME_FHIELE_DHOESONE	Fhiele Dhoesone
STR_REGENT_NAME_CLUMINE_DHOESONE	Clumine Dhoesone
STR_REGENT_NAME_FHILERAENE	Fhileraene
STR_REGENT_NAME_LLYTHA_DAMAAN	Llytha Damaan
STR_REGENT_NAME_GRIMM_GRAYBEARD	Grimm Graubart
STR_REGENT_NAME_DIIRK_WATERSHOLD	Diirk Watershold
STR_REGENT_NAME_KALIEN	Kalien
STR_REGENT_NAME_CAINE	Caine
STR_REGENT_NAME_HARALD_KHORIEN	Harald Khorien
STR_REGENT_NAME_TREVOR_ONWEN	Trevor Onwen
STR_REGENT_NAME_HEIRL_DIEM	Heirl Diem
STR_REGENT_NAME_LASICA_DIEM	Lasica Diem
STR_REGENT_NAME_ISAELIE	Isaelie
STR_REGENT_NAME_CORWYN_RHYSDIORDAN	Corwin Rhysdiordan
STR_REGENT_NAME_LAELA_FLAERTES	Laela Flaertes
STR_REGENT_NAME_BRAEDONNAL_TUARE	Braedonnal Tuare
STR_REGENT_NAME_LILIENE_SWORDWRAITH	Liliene Swordwraith
STR_REGENT_NAME_COLE_ALWIER	Cole Alwier
STR_REGENT_NAME_MARLAE_ROESONE	Marlae Roesone
STR_REGENT_NAME_MICHAEL_AGNELIE	Michael Agnelie
STR_REGENT_NAME_SURIS_ENLIEN	Suris Enlien
STR_REGENT_NAME_KOTRIN_SKIRVIN	Kotrin Skirvin
STR_REGENT_NAME_THURIENE_DONALLS	Thuriene Donalls
STR_REGENT_NAME_TORELE_ANVIRAS	Torele Anviras
STR_REGENT_NAME_GORGON	Gorgon
STR_REGENT_NAME_RHUOBHE	Rupp Heldentˆter
STR_REGENT_NAME_NHOUN	Nhoun, der Elf

STR_LIEUT_NAME_ALARK_MOHAIR	Alark Mohair
STR_LIEUT_NAME_CALDON_HAFTBANE	Caldon Haftbane
STR_LIEUT_NAME_DARIAN_GONDULE	Darian Gondule
STR_LIEUT_NAME_EDWIN_KERMAIN	Edwin Kermain
STR_LIEUT_NAME_REGIAL_STROM	Regial Strom
STR_LIEUT_NAME_DURENE_PARIEN	Durene Parien
STR_LIEUT_NAME_FAELAN_KASAREL	Faelan Kasarel
STR_LIEUT_NAME_NOELON_CAESEN	Noelon Caesen
STR_LIEUT_NAME_GWENEVIER_LIAL	Gwenevier Lial
STR_LIEUT_NAME_ADREANA_BRISTIM	Adreana Bristim
STR_LIEUT_NAME_ADSYELL_BARRUIVAN	Adsyell Barruivan
STR_LIEUT_NAME_DAGLATA_BRIENAE	Daglata Brienae
STR_LIEUT_NAME_HILTAN_DAEGARINN	Hiltan Daegarinn
STR_LIEUT_NAME_BRITKER_FRAELA	Britker Fraela
STR_LIEUT_NAME_AILGRYTE_KALSTRA	Ailgryte Kalstra
STR_LIEUT_NAME_DARNAE_EVEARD	Darnae Eveard
STR_LIEUT_NAME_RENEAVA_SHALTORN	Reneava Shaltorn
STR_LIEUT_NAME_CHEASSAL_BRODIC	Cheassal Brodic
STR_LIEUT_NAME_RAILE_VALDHUINE	Raile Valdhuine
STR_LIEUT_NAME_RODEL_GARWEN	Rodel Garwen
STR_LIEUT_NAME_MOERDE_RANAEL	Moerde Ranael
STR_LIEUT_NAME_SHAENE_BRAESA	Shaene Braesa
STR_LIEUT_NAME_BERWINDE_DARGAN	Berwinde Dargan
STR_LIEUT_NAME_JAHSTAEL_DONAT	Jahstael Donat
STR_LIEUT_NAME_ENTIER_GLADANIL	Entier Gladanil
STR_LIEUT_NAME_MHEALLIE_BIREON	Mheallie Bireon
STR_LIEUT_NAME_ROGR_AGLONDIER	Rogr Aglondier
STR_LIEUT_NAME_ALLIENE_AGLONDIER	Alliene Aglondier
STR_LIEUT_NAME_AERIC_BOERUINE	Aeric Boeruine
STR_LIEUT_NAME_DAERIC_MHORIED	Daeric Mhoried
STR_LIEUT_NAME_MICHAEL_MHORIED	Michael Mhoried
STR_LIEUT_NAME_DENERIK	Denerik
STR_LIEUT_NAME_KANITA	Danita (Chim‰re)
STR_LIEUT_NAME_DARIEN_AVAN	Darien Avan
STR_LIEUT_NAME_DHERAENE_BHAILIE	Dheraene Bhailie
STR_LIEUT_NAME_GAVIN_TAEL	Gavin Tael
STR_LIEUT_NAME_SWORD_MAGE	Schwertmagier
STR_LIEUT_NAME_GODAR_THURINSON	Godar Thurinson
STR_LIEUT_NAME_KIRAS_EARTHCORE	Kiras Earthcore
STR_LIEUT_NAME_JAISON_RAENECH	Jaison Raenech
STR_LIEUT_NAME_TERENCE_GRYPHON	Terence Gryphon
STR_LIEUT_NAME_RAZZIK_FANGGRABBER	Razzik Fanggrabber
STR_LIEUT_NAME_SPIDER	Spinne
STR_LIEUT_NAME_TIESKAR_GRAECHER	Tie'skar Graecher
STR_LIEUT_NAME_AELIES	Aelies
STR_LIEUT_NAME_ANTIA_MARICOERE	Antia Maricoere
STR_LIEUT_NAME_ARIEN_BORTHEIN	Arien Borthein
STR_LIEUT_NAME_EL_HADID	el-Hadid
STR_LIEUT_NAME_ELAMIEN_LAMIER	Elamien Lamier
STR_LIEUT_NAME_EYELESS_ONE	Augenloser
STR_LIEUT_NAME_FHYLIE_THE_SWORD	Fhylie, das Schwert
STR_LIEUT_NAME_GALIEN_THURIED	Galien Thuried
STR_LIEUT_NAME_GHORIEN_HIRELE	Ghorien Hirele
STR_LIEUT_NAME_HERMEDHIE	Hermedhie
STR_LIEUT_NAME_HUBAERE_ARMIENDIN	Hubaere Armiendin
STR_LIEUT_NAME_LARRA_NIELEMS	Larra Nielems
STR_LIEUT_NAME_LAVALAN_BRIESEN	Lavalan Briesen
STR_LIEUT_NAME_LINNIAS_BACCAERE	Linnias Baccaere
STR_LIEUT_NAME_ARLEN_INNES	Arlen Innes
STR_LIEUT_NAME_MOERELE_LANNAMAN	Moerele Lannaman
STR_LIEUT_NAME_ORTHIEN_TANE	Orthien Tane
STR_LIEUT_NAME_PARNIEN_ANUVIER_INIERE	Parnien Anuvier Iniere
STR_LIEUT_NAME_REGIEN	Regien
STR_LIEUT_NAME_RHOBHER_NICHALEIR	Rhobher Nichaleir
STR_LIEUT_NAME_RUARCH_ROCKHAMMER	Ruarch Felshammer
STR_LIEUT_NAME_SECOND_SWAMP_MAGE	Der Sumpfmagier
STR_LIEUT_NAME_TEMIAS_COUMAIN	Temias Coumain
STR_LIEUT_NAME_TORIAS_GRIENE	Torias Griene
STR_LIEUT_NAME_WIZARD_THE	Der Zauberer
STR_LIEUT_NAME_CALIEDHE_DOSIERE	Caliedhe Dosiere
STR_LIEUT_NAME_ADAERE_DONEIM	Adaere Doneim



STR_TITLE_PATRIARCH	Patriarch
STR_TITLE_HIGH_HIEROPHANT	Hˆchster Priester
STR_TITLE_DUCHESS	Herzogin
STR_TITLE_BARONESS	Baronin
STR_TITLE_PRINCE	Prinz
STR_TITLE_OVERTHANE	Overthan
STR_TITLE_GUILDER	Gildenmeister
STR_TITLE_WIZARD	Zauberer
STR_TITLE_COUNT	Graf
STR_TITLE_BARON	Baron
STR_TITLE_EMERALD_QUEEN	Smaragd-Kˆnigin
STR_TITLE_QUEEN	Kˆnigin
STR_TITLE_ARCHPRIEST	Erzpriester
STR_TITLE_THANE	Than
STR_TITLE_LORD	Lord


STR_RACE_DWARF	Zwerg
STR_RACE_ELF	Elf
STR_RACE_HALF_ELF	Halb-Elf
STR_RACE_HALFLING	Halbling
STR_RACE_ANUIREAN	Anuireaner
STR_RACE_BRECHT	Brecht
STR_RACE_KHINASI	Khinasi
STR_RACE_RJURIK	Rjurik
STR_RACE_VOS	Vos
STR_RACE_GOBLIN	Goblin
STR_RACE_GNOLLS	Gnoll
STR_RACE_AWN	Awnshegh

STR_WEAPON_CLAYMORE	Hochl‰nderschwert
STR_WEAPON_CROSSBOW_LT_WEIGHT	L. Armbrust
STR_WEAPON_CROSSBOW_HV_WEIGHT	Schw. Armbrust
STR_WEAPON_CUTLASS	Hackmesser
STR_WEAPON_MAIN_GAUCHE	Wehrdolch
STR_WEAPON_RAPIER	Rapier
STR_WEAPON_SABRE	S‰bel
STR_WEAPON_MACE_HORSEMANS	Keule f¸r Reiter
STR_WEAPON_MACE_FOOTMANS	Keule f¸r Fuﬂvolk
STR_WEAPON_MORNINGSTAR	Morgenstern
STR_WEAPON_BROAD_SWORD	Breitschwert
STR_WEAPON_SHORT_SWORD	Kurzschwert
STR_WEAPON_DAGGER	Dolch
STR_WEAPON_LANCE	Lanze
STR_WEAPON_BATTLE_AXE	Streitaxt
STR_WEAPON_HALBERD	Hellebarde
STR_WEAPON_SLEDGE_HAMMER	Kampfhammer
STR_WEAPON_CLUB_GREAT	Gr. Kn¸ppel
STR_WEAPON_BOW	Bogen
STR_WEAPON_ONE_HAND_SPEAR	Einh. Speer
STR_WEAPON_TWO_HAND_SPEAR	Zweih. Speer
STR_WEAPON_TWO_HAND_SWORD	Zweih. Schwert
STR_WEAPON_HORSEMANS_FLAIL	Flegel f¸r Reiter
STR_WEAPON_TWO_HAND_BSTD_SWORD	Zweih. Kreuzschw.
STR_WEAPON_CLUB_WAR	Kriegskeule
STR_WEAPON_QUARTER_STAFF	Kampfstab







//mundane items, and first magical items
NEWBLOCK
//Inventory Item descriptions

STR_ITEM_NAME_BOWL	Sch¸ssel
STR_ITEM_DESC_BOWL	Eine Sch¸ssel
STR_ITEM_NAME_BUCKET	Eimer
STR_ITEM_DESC_BUCKET	Ein Eimer
STR_ITEM_NAME_CANDLE	Kerze
STR_ITEM_DESC_CANDLE	Eine Kerze
STR_ITEM_NAME_CUP	Tasse
STR_ITEM_DESC_CUP	Eine Tasse
STR_ITEM_NAME_FLAGON	Krug
STR_ITEM_DESC_FLAGON	Ein Krug
STR_ITEM_NAME_HELMET	Helm
STR_ITEM_DESC_HELMET	Ein Helm
STR_ITEM_NAME_KNIFE	Messer
STR_ITEM_DESC_KNIFE	Ein Messer
STR_ITEM_NAME_PLATE	Panzerung
STR_ITEM_DESC_PLATE	Eine Panzerung
STR_ITEM_NAME_SPEAR	Speer
STR_ITEM_DESC_SPEAR	Ein Speer
STR_ITEM_NAME_SWORD	Schwert
STR_ITEM_DESC_SWORD	Ein Schwert


//all keys use the below string
// vvvvvvvvvvvvvvvvvvvvvvv
STR_ITEM_DESC_KEY_GENERICMAGIC	Ermˆglicht das ÷ffnen best. T¸ren.

STR_ITEM_NAME_KEY_BLACK	Schw. Schl¸ssel
STR_ITEM_NAME_KEY_BLUE	Bl. Schl¸ssel
STR_ITEM_NAME_KEY_BONE	Knochenschl¸ssel
STR_ITEM_NAME_KEY_JEWELED	Juwelenschl¸ssel
STR_ITEM_NAME_KEY_RED	Roter Schl¸ssel
STR_ITEM_NAME_KEY_SILVER	Silberschl¸ssel
STR_ITEM_NAME_KEY_WHITE	Weiﬂer Schl¸ssel

//this doesn't seem to be in the game.
STR_ITEM_NAME_KEY_OF_OPENING	Universalschl¸ssel
STR_ITEM_DESC_KEY_OF_OPENING	÷ffnet alle T¸ren, die nicht durch Magie verschlossen sind.

STR_ITEM_NAME_KEY_SKELETON	Skelett-Schl¸ssel
STR_ITEM_NAME_KEY_STONE	Stein-Schl¸ssel
STR_ITEM_NAME_KEY_TINY	Winziger Schl¸ssel

STR_ACTIVATE_ANY_KEY	Wird autom. benutzt beim Versuch, eine T¸r zu ˆffnen.


STR_ITEM_NAME_AMULET_OF_FEATHER_FALL	Amulett d. Federfalls
STR_ITEM_DESC_AMULET_OF_FEATHER_FALL	Bremst Fall, wenn aktiv.
STR_ITEM_NAME_AMULET_OF_SPEED	Amulett der Geschw.
STR_ITEM_DESC_AMULET_OF_SPEED	Laufgeschw. und R¸stungskl. erhˆht.
STR_ACTIVATE_SPEED	Sie werden schneller.
STR_DEACTIVATE_SPEED	Sie bewegen sich wieder normal.
STR_ITEM_NAME_AMULET_OF_STRIDING_AND_SPRINGING	Amulett des Schreitens + Springens
STR_ITEM_DESC_AMULET_OF_STRIDING_AND_SPRINGING	Laufgeschw. + Sprungweite besser.
STR_ACTIVATE_SPRING	Sie f¸hlen sich springlebendig.
STR_DEACTIVATE_SPRING	Ihre Schritte sind wieder schwerer.
STR_ITEM_NAME_AMULET_VERSUS_UNDEAD	Amulett geg. Untote
STR_ITEM_DESC_AMULET_VERSUS_UNDEAD	Geg. Untote wie ein Priester Stufe 6.
STR_ITEM_NAME_AMULET_OF_WATER_WALKING	Amulett d. Wasserlaufs
STR_ITEM_DESC_AMULET_OF_WATER_WALKING	Sie kˆnnen ¸ber Wasser gehen.
STR_ITEM_NAME_BALM_OF_HEALING	Balsam d. Heilung
STR_ITEM_DESC_BALM_OF_HEALING	Wer es einsetzt, erh‰lt 1-3 TP.

STR_ITEM_NAME_CANDLE_OF_INVOCATION	Kerze d. Beschwˆrung
STR_ITEM_DESC_CANDLE_OF_INVOCATION	Sol. sie brennt, kˆnnen Priesterzauber einer um 2 hˆheren Stufe eingesetzt werden.
STR_INVOKE_CANDLE	Die Kerze ist hell, sie erl. die Umgebung und Ihre Seele.
STR_REVOKE_CANDLE	Die Kerze erlosch.

STR_ITEM_NAME_CHIME_OF_OPENING	÷ffnendes L‰uten.
STR_ITEM_DESC_CHIME_OF_OPENING	÷ffnet alle verschl. T¸ren.

STR_ITEM_NAME_CLOAK_OF_PROTECTION	Schutzmantel
STR_ITEM_DESC_CLOAK_OF_PROTECTION_1	+1 (5%) zu R¸stungskl. und Rettungsw¸rfen (solange angezogen).
STR_ITEM_DESC_CLOAK_OF_PROTECTION_2	+2 (10%) zu R¸stungskl. und Rettungsw¸rfen (solange angezogen).
STR_ITEM_DESC_CLOAK_OF_PROTECTION_3	+3 (15%) zu R¸stungskl. und Rettungsw¸rfen (solange angezogen).
STR_ACTIVATE_CLOAK_PROTECT	Dieses Objekt wirkt st‰ndig.


STR_ITEM_NAME_GAUNTLETS_OF_DEXTERITY	Handschuhe d. Geschicklichkeit
STR_ITEM_DESC_GAUNTLETS_OF_DEXTERITY	Hˆhere Geschicklichkeit, solange getragen.
STR_ACTIVATE_GAUNTLETS_DEX	Diese Handschuhe wirken st‰ndig.

STR_ITEM_NAME_GAUNTLETS_OF_OGRE_POWER	Handschuhe d. Oger-Kraft
STR_ITEM_DESC_GAUNTLETS_OF_OGRE_POWER	St‰rke 18/00 (Oger), solange getragen. Nicht von einf. Zauberern benutzbar.
STR_ACTIVATE_GAUNTLETS_OGRE	Diese Handschuhe wirken st‰ndig.

STR_ITEM_NAME_GEM_BLUE	Blauer Edelstein
STR_ITEM_DESC_GEM_BLUE	÷ffnet einige magisch verschl. T¸ren.
STR_ITEM_NAME_GEM_GREEN	Gr¸ner Edelstein
STR_ITEM_DESC_GEM_GREEN	÷ffnet einige magisch verschl. T¸ren.
STR_ITEM_NAME_GEM_OF_PASSAGE	Edelstein des Durchgangs
STR_ITEM_DESC_GEM_OF_PASSAGE	÷ffnet magisch verschl. T¸ren.
STR_ITEM_NAME_GEM_OF_SHIFTING	Edelstein der Teleportation
STR_ITEM_DESC_GEM_OF_SHIFTING	Teleportiert Party z. gew¸nschten Ort.

STR_ITEM_NAME_GEM_OF_ATTRACTION	Edelstein d. Anlockens
STR_ITEM_NAME_RING_OF_WIZARDRY	Ring d. Zauberkunde


STR_ITEM_NAME_IOUN_STONE_PALE_BLUE	Blaﬂblauer Ioun-Stein
STR_ITEM_DESC_IOUN_STONE_PALE_BLUE	St‰rke +1, solange getragen.
STR_ITEM_NAME_IOUN_STONE_SCARLET_AND_BLUE	Scharlachroter und Blauer Ioun-Stein
STR_ITEM_DESC_IOUN_STONE_SCARLET_AND_BLUE	Intelligenz +1, solange getragen.
STR_ITEM_NAME_IOUN_STONE_INCANDESCENT_BLUE	Strahlendblauer Ioun-Stein
STR_ITEM_DESC_IOUN_STONE_INCANDESCENT_BLUE	Weisheit +1, solange getragen.
STR_ITEM_NAME_IOUN_STONE_DEEP_RED	Tiefroter Ioun-Stein
STR_ITEM_DESC_IOUN_STONE_DEEP_RED	Geschicklichkeit +1, solange getragen.
STR_ITEM_NAME_IOUN_STONE_PINK	Rosa Ioun-Stein
STR_ITEM_DESC_IOUN_STONE_PINK	Konstitution +1, solange getragen.
STR_ITEM_NAME_IOUN_STONE_PINK_AND_GREEN	Rosa und Gr¸ner Ioun-Stein
STR_ITEM_DESC_IOUN_STONE_PINK_AND_GREEN	Charisma +1, solange getragen.
STR_ITEM_NAME_IOUN_STONE_PEARLY_WHITE	Leuchtend weiﬂer Ioun-Stein
STR_ITEM_DESC_IOUN_STONE_PEARLY_WHITE	Regeneriert 1 TP alle 10 Sekunden, solange getragen.
STR_ITEM_NAME_IOUN_STONE_DUSTY_ROSE	Altrosa Ioun-Stein
STR_ITEM_DESC_IOUN_STONE_DUSTY_ROSE	+1 zu R¸stungskl. und Rettungsw¸rfen, solange getragen.
STR_ITEM_NAME_IOUN_HEART	Das Ioun-Herz
STR_ITEM_DESC_IOUN_HEART	+1 zu allen Eigenschaften und Stufen, solange getragen.
STR_ITEM_NAME_IOUN_FIST	Die Ioun-Faust
STR_ITEM_DESC_IOUN_FIST	Charakter gewinnt +2 Erfahrungsst. in allen anwendbaren Klassen, solange getragen.
//more items
NEWBLOCK

STR_ITEM_NAME_LIBRIUM_OF_GAINFUL_CONJURATION	Stein d. Beschwˆrung
STR_ITEM_DESC_LIBRIUM_OF_GAINFUL_CONJURATION	Stufe erhˆht sich w‰hrend des Tragens um 1. Nur f. neutr. Magier.
STR_ACTIVATE_LIBRAM_GAINFUL	Ihre mystischen Kr‰fte werden st‰rker.
STR_DEACTIVATE_LIBRAM_GAINFUL	Ohne Stein werden Ihre mystischen Kr‰fte wieder schw‰cher.
STR_ITEM_NAME_LIBRIUM_OF_INEFFABLE_DAMNATION	Stein d. Verdammnis
STR_ITEM_DESC_LIBRIUM_OF_INEFFABLE_DAMNATION	Stufe erhˆht sich w‰hrend des Tragens um 1. Nur f. bˆse Magier.
STR_ACTIVATE_LIBRAM_INEFFABLE	Ihre dunkle Macht wird grˆﬂer.
STR_DEACTIVATE_LIBRAM_INEFFABLE	Ihre dunkle Macht ist wieder auf die ¸bliche Stufe herabgesunken.
STR_ITEM_NAME_LIBRIUM_OF_SILVER_MAGIC	Stein der Silbrigen Magie
STR_ITEM_DESC_LIBRIUM_OF_SILVER_MAGIC	Stufe erhˆht sich w‰hrend des Tragens um 1. Nur f¸r gute Magier.
STR_ACTIVATE_LIBRAM_SILVER	Sie sp¸ren Synergie zw. Leben + Magie.
STR_DEACTIVATE_LIBRAM_SILVER	Ihre magische Erleuchtung verblaﬂt.
STR_ITEM_NAME_BOOK_OF_EXALTED_DEEDS	Buch d. erhabenen Taten
STR_ITEM_DESC_BOOK_OF_EXALTED_DEEDS	Stufe und Weisheit +1. Nur f. gute Zauberer.
STR_ACTIVATE_BOOK_EXHALTED	Das Gute erf¸llt Ihre Seele.
STR_DEACTIVATE_BOOK_EXHALTED	Ihr Herz verdunkelt sich wieder.
STR_ITEM_NAME_BOOK_OF_VILE_DARKNESS	Buch d. schrecklichen Finsternis
